﻿主播ID,主播昵称,抖音号,抖音号（原）,火山号,火山号（原）,粉丝数,上次开播时间,签约类型,运营经纪人,招募经纪人,首播时间,入会时间,西瓜号,备注,分成比-直播音浪收益,视频个播有效天,开播总时长,开播有效时长,涨粉,人气峰值,feed看播时长,作品数,视频播放量,视频点赞量,视频评论量,feed_acu,主播标签
1074642515658704,大话西游鳄鱼,63923944971,63923944971,63923944971,63923944971,80,2月前,普通主播,星河计划,星河计划,2025-08-10,2025-08-30,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1073544561693246,洛阳狗三,dahuaxiyou2s94,4118498144,dahuaxiyou2s94,3873516446,100,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-28,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
1072768362491999,大话西游2奥特曼,84867126354,84867126354,84867126354,84867126354,23,从未开播,普通主播,星河计划,星河计划,从未开播,2025-09-24,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,37,0,0,0,
1072732603691560,CGℳvpএ翊歌,zl523580948,3831594452,zl523580948,3586358737,690,1年前,普通主播,星河计划,星河计划,2022-09-20,2024-01-27,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1072719176149911,蛮多东西,35680784266,35680784266,35680784266,35680784266,777,4月前,普通主播,星河计划,怀旧服,2024-10-15,2025-10-12,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,52,0,0,0,
1071369193262810,大话西游2精灵,28057810394,28057810394,28057810394,28057810394,244,从未开播,普通主播,星河计划,星河计划,从未开播,2025-10-09,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,225,0,0,0,
1071353808561228,大话2新雨,91635456649,91635456649,91635456649,91635456649,151,6月前,普通主播,星河计划,星河计划,2025-08-28,2025-08-25,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
1071350760616275,大话西游2大远,88587511696,88587511696,88587511696,88587511696,1498,从未开播,普通主播,星河计划二十四期,星河计划,从未开播,2025-11-14,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
1069205767330382,大话西游2怀旧小北京、,75577617402,75577617402,75577617402,75577617402,0,从未开播,普通主播,星河计划,怀旧服,从未开播,2025-02-15,-,35村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1068330250154238,大话丶蓝雨,liu274069813,3618175854,,0,1490,5月前,普通主播,星河计划,怀旧服,2022-04-12,2025-09-04,-,35村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,51,0,0,0,
1068314697930120,大话西游2大林,woshidalin666,53094043347,woshidalin666,53094043347,85,7月前,普通主播,星河计划,星河计划,2024-04-14,2024-04-10,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1066998770708528,大话西游2超级狗托,79526734984,79526734984,79526734984,79526734984,849,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-28,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,592,3,0,0,
1066984257630032,富贵李,65013656488,65013656488,65013656488,65013656488,63,从未开播,普通主播,星河计划,星河计划,从未开播,2024-01-24,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
1066973611952825,大话西游2老丁,54367979281,54367979281,54367979281,54367979281,4104,1年前,普通主播,星河计划-进阶,星河计划,2023-12-21,2023-12-21,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,2,52036,67,-16,0,
1064787935777022,用户79637542914,79637542914,79637542914,79637542914,79637542914,2563,1年前,普通主播,星河计划,星河计划,2022-10-17,2024-01-23,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1063948985573480,点燃,dh001001001,3614267691,dh001001001,3371257998,29,2年前,普通主播,星河计划,免费版,2023-05-02,2024-08-07,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1063925698272383,站住,zhanzhu20668,3461795406,zhanzhu20668,3219811872,55,3年前,普通主播,星河计划,星河计划,2023-01-17,2024-08-22,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,1,0,0,
1063920766032861,天圆地黄,81053624960,81053624960,81053624960,81053624960,8,1年前,普通主播,星河计划,星河计划,2022-06-01,2024-06-22,-,30村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1062603076679867,大话西游2晴,26761837358,26761837358,26761837358,26761837358,953,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-18,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,437,1,0,0,
1062586487676195,大话西游2金不换,89135181523,89135181523,89135181523,89135181523,22,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-02,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1059582035101667,厦门市同安区漠泽洋百货店（个体工商户）,YY19999911,3364450329,682330067,682330067,2121,1年前,普通主播,星河计划,星河计划,2020-01-03,2024-05-06,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1058190460205439,阿金(大话2）VS爱好鹦鹉,TSSR138163,36036841802,TSSR138163,36036841802,1079,1年前,普通主播,星河计划,星河计划,2024-01-30,2024-08-02,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1058142673443072,大话西游2烟花,67212427272,67212427272,67212427272,67212427272,3043,1年前,普通主播,星河计划,星河计划,2023-06-11,2024-01-22,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,-1,0,0,
1057076082377723,大话2佬衡,27131883804,27131883804,27131883804,27131883804,71,4周前,普通主播,星河计划,星河计划,2025-08-20,2025-08-28,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,339,3,2,0,
1057061242407020,用户5273367108849,91254260938,91254260938,91254260938,91254260938,34,8月前,普通主播,星河计划,星河计划,2025-06-07,2025-06-08,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1055987593905719,小兔崽汁,44116281518,44116281518,44116281518,44116281518,134,1年前,普通主播,星河计划,星河计划,2024-10-15,2024-11-15,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,0,0,0,
1055958617556814,辰chen的家🏠,94102280450,94102280450,,0,417,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-02,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
1055173632073454,大话西游2搬砖小伙,dahuaxiyou2b50,3987439184,dahuaxiyou2b50,3742246782,182,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-20,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1055161745145859,大话西游2不羡仙,wangxiaohu199043,3928054144,wangxiaohu199043,3682823158,63,1周前,普通主播,星河计划二十四期,免费版,2024-05-02,2025-11-01,-,33村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1055122844843021,大话西游2轻笑,shuilian4604,3764753924,,0,80,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-04,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1055122700896599,你的梦世界,47809098605,47809098605,47809098605,47809098605,50,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-07,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1051555601589496,爱上你的笑,34015444167,34015444167,34015444167,34015444167,49,2月前,普通主播,星河计划,星河计划,2025-10-04,2024-05-03,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
1050780072154296,大话西游2老观,GGNZ888888,2960729943,GGNZ888888,2273390359,6188,1年前,普通主播,星河计划-进阶,,2022-10-13,2023-11-17,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,3,11150,24,2,0,
1049412752914576,大王派我来巡山,23150160846,23150160846,23150160846,23150160846,38,18小时前,普通主播,星河计划二十八期,星河计划,2025-07-23,2026-02-28,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,503,10,2,0,
1049397043408602,抓兔子,86403002709,86403002709,86403002709,86403002709,70,1年前,普通主播,星河计划,怀旧服,2025-02-18,2025-02-21,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,0,0,0,
1049396087882266,潮,85447476373,85447476373,85447476373,85447476373,401,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-30,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,12,-1,0,0,
1049388112947004,街灯楼西,77472541111,77472541111,77472541111,77472541111,862,1日前,普通主播,星河计划,星河计划,2024-01-08,2025-04-24,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,270,0,0,0,
1047197896434008,放飞自由,98201767551,98201767551,,0,413,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-30,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
1047183418462830,大话西游2画画的北鼻,83723796373,83723796373,83723796373,83723796373,824,5日前,普通主播,星河计划,星河计划,2024-06-11,2024-05-31,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,0,0,0,
1047169504643032,煮豆燃豆萁,0775scgan,69809976575,0775scgan,69809976575,17,3年前,普通主播,星河计划,星河计划,2022-08-13,2025-01-14,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1046372875504013,等待,62804315926,62804315926,62804315926,62804315926,18,1年前,普通主播,星河计划,星河计划,2024-08-13,2024-08-15,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,47,0,0,0,
1046334964767671,大话肥佬,kelunke34015,4020549036,kelunke34015,3777077861,664,6月前,普通主播,星河计划,免费版,2022-09-19,2024-09-03,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1045008857181898,大话西游2肚肚,41145907040,41145907040,41145907040,41145907040,6794,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-13,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,-1,0,0,
1045004329424186,轻舞飞扬,36618149328,36618149328,36618149328,36618149328,25,4月前,普通主播,星河计划,怀旧服,2025-09-22,2025-07-02,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1044975519536571,大话西游2安静,86770609550,86770609550,86770609550,86770609550,39,1月前,普通主播,星河计划,星河计划,2025-08-27,2025-08-30,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1044955802655860,赤脚大仙 大话西游2,67053728839,67053728839,67053728839,67053728839,314,12月前,普通主播,星河计划,星河计划,2025-03-12,2024-05-28,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,41,1,0,0,
1042811725021208,大话无情3,54959485786,54959485786,,0,207,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-03,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1042777641323416,大鬼当家,F198120617,20875787994,F198120617,20875787994,5006,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-11,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,1,2569,17,3,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1042764798625271,一指定乾坤,86995437686,86995437686,86995437686,86995437686,379,9月前,普通主播,星河计划,星河计划,2024-01-01,2024-04-03,-,9村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1041981600694347,大话西游2苦酒,LW66W,2269722814,LW66W,1884844251,2176,3月前,普通主播,星河计划,星河计划,2023-01-08,2024-03-10,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,89,0,0,0,
1041975953595611,别闹、刘星星,lws871215,87773886396,lws871215,87773886396,126,1年前,普通主播,星河计划,怀旧服,2024-06-01,2024-05-30,-,*28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1041963485502829,大话西游-紫陌,dyr5mwh91v9s,3616724434,dyr5mwh91v9s,3373150569,31,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-29,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1040571394701336,逍遥书生,25574905350,25574905350,25574905350,25574905350,352,5月前,普通主播,星河计划,星河计划,2025-09-22,2024-03-05,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,104,1,0,0,
1038408526337243,大话西游2小蛮腰,73652280693,73652280693,,0,499,1年前,普通主播,星河计划,星河计划,2024-04-05,2024-03-27,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,30,0,0,0,
1038405533172413,大话西游2光头哥,YUA9784,70659115863,YUA9784,70659115863,41,12月前,普通主播,星河计划,星河计划,2024-10-19,2024-11-04,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1038389213934942,大鹏🌺好物推荐,liusanw,4198423809,liusanw,3954984151,39,8月前,普通主播,星河计划,星河计划,2025-06-15,2024-07-03,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1038371027696078,一颗柠檬籽,36153639528,36153639528,36153639528,36153639528,57,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-29,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,11,2,1,0,
1037564485574915,@粗面🌺,NCGZSL,3884967717,NCGZSL,3639910365,7632,1年前,普通主播,大话2免费版怀旧服创作计划,怀旧服,2023-02-24,2024-07-17,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1037555980568952,大话西游2景天,dy1vi25ywb6l,3854216443,,0,23,从未开播,普通主播,星河计划二十四期,星河计划,从未开播,2025-11-01,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1037539713759039,活宝,zheng980515,3802540820,zheng980515,3556673179,1416,4月前,普通主播,星河计划,怀旧服,2023-12-09,2024-08-12,-,*7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1036211172943418,比如,120015008qqq,87244626304,120015008qqq,87244626304,0,11月前,-,,,2025-03-20,-,-,-,-,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,100,2,0,0,
1033189585861688,昨夜雨疏风骤,DHXY2DDBB,2973978390,DHXY2DDBB,2376453405,1402,1周前,普通主播,星河计划,星河计划,2025-02-23,2024-06-24,-,27村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,33,0,0,0,
1033157217106734,落花随流水,dy88668866889966,2803951420,dy88668866889966,1681747442,72,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-29,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1030675369576332,大话西游2叶辰,78805607808,78805607808,78805607808,78805607808,470,从未开播,普通主播,星河计划二十六期,星河计划,从未开播,2025-12-26,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,3,0,0小时0分钟0秒,0,10883,26,25,0,
1029617543560003,淡泊明志,47490113360,47490113360,,0,246,1年前,普通主播,大话2免费版怀旧服创作计划,怀旧服,2024-07-24,2024-07-19,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1029602429114727,大话西游2叶不羞,32375668084,32375668084,,0,468,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-29,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,49,0,0,0,
1029601083533597,谋定而后动,31030086954,31030086954,,0,73,从未开播,普通主播,星河计划,星河计划,从未开播,2023-12-26,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
1028792289607424,大话西游2牛牛,xiaoniu24353,3718605607,xiaoniu24353,3475779064,13,1月前,普通主播,星河计划,星河计划,2025-03-22,2025-06-08,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
1027417331733145,大话-仿古花格,58224025938,58224025938,58224025938,58224025938,2,2月前,普通主播,星河计划,星河计划,2025-04-25,2025-04-25,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1027392264224044,大画,33156516837,33156516837,33156516837,33156516837,2088,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-10,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,6,-1,0,0,
1025204754327256,小鹿🦌,56592359485,56592359485,56592359485,56592359485,1139,1年前,普通主播,星河计划,星河计划,2024-05-07,2024-01-23,-,待淘汰,50,0,0小时0分钟0秒,0小时0分钟0秒,3,0,0小时0分钟0秒,0,4,2,1,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1025171875696376,大话西游2田园,23713728605,23713728605,23713728605,23713728605,5939,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-30,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,9,0,0小时0分钟0秒,2,48441,77,2,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1024370733760232,小蚂蚁🐜大力量,2218860266,2218860266,1102156332,1102156332,1907,5月前,普通主播,星河计划,星河计划,2022-08-11,2024-04-02,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,10,0,0,0,
1023007047559455,南冠三少,69831331120,69831331120,69831331120,69831331120,37,7月前,普通主播,星河计划,怀旧服,2024-08-15,2024-08-02,-,*7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,34,0,0,0,
1023002463963883,大话西游2无名小卒,65247735548,65247735548,65247735548,65247735548,172,10月前,普通主播,星河计划,星河计划,2025-03-04,2025-02-20,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
1022983684763918,向前看ll1,46468535583,46468535583,46468535583,46468535583,13,11月前,普通主播,星河计划,星河计划,2025-03-17,2025-03-18,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1022979841988879,大话西游2白晶晶,42625760544,42625760544,42625760544,42625760544,11,2年前,普通主播,星河计划,星河计划,2024-03-10,2025-06-01,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1021901170018171,画锦阳,199_4571_9870,69426659554,199_4571_9870,69426659554,2231,2小时前,普通主播,星河计划,免费版,2025-09-13,2025-09-26,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,4,0,0小时0分钟0秒,0,173,0,0,0,
