﻿主播ID,主播昵称,抖音号,抖音号（原）,火山号,火山号（原）,粉丝数,上次开播时间,签约类型,运营经纪人,招募经纪人,首播时间,入会时间,西瓜号,备注,分成比-直播音浪收益,视频个播有效天,开播总时长,开播有效时长,涨粉,人气峰值,feed看播时长,作品数,视频播放量,视频点赞量,视频评论量,feed_acu,主播标签
1165119144076004,橘子,xiuxiudeairen,2251925504,,0,189,1年前,普通主播,星河计划,星河计划,2024-10-18,2024-09-24,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1165116964870717,大话西游2糖果,dahuaxiyou1987,3502961471,dahuaxiyou1987,3260111929,1822,1年前,普通主播,星河计划,星河计划,2024-11-09,2024-07-03,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,14,-1,0,0,
1165106789491059,刘先生,2189234080,2189234080,914673608,914673608,189,1年前,普通主播,星河计划,星河计划,2021-10-30,2024-06-02,-,30村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1163731748005463,大话西游2大米,83627931594,83627931594,83627931594,83627931594,864,2月前,普通主播,星河计划二十五期,星河计划,2025-12-10,2025-12-10,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,10,0,0小时0分钟0秒,0,3396,21,5,0,
1163698657563438,人生丿感悟,50537489569,50537489569,50537489569,50537489569,20,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-29,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1163697802452667,大话西游2月月,49682378798,49682378798,49682378798,49682378798,337,从未开播,普通主播,星河计划,星河计划,从未开播,2024-11-30,-,27村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,2280,5,0,0,
1161562901448829,大话西游2*霸道总裁',46764766559,46764766559,46764766559,46764766559,240,1年前,普通主播,星河计划,星河计划,2024-07-16,2024-05-30,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
1161540750025373,大话西游2长安,24613343103,24613343103,24613343103,24613343103,404,1月前,普通主播,星河计划,星河计划,2024-11-04,2024-05-07,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,101,0,1,0,
1160734027555181,大话西游2怀旧无名,dyrpwdh98ors,3989603345,dyrpwdh98ors,3741342477,299,2月前,普通主播,星河计划二十六期,怀旧服,2022-12-03,2025-12-27,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1160701515143412,大话西游2才子,53964287349,53964287349,53964287349,53964287349,1230,1年前,普通主播,星河计划,星河计划,2024-08-25,2023-12-22,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1160688318822510,龍年行大运,daiyerwnyuan,3831321850,daiyerwnyuan,3582753340,171,3年前,普通主播,星河计划,星河计划,2023-02-17,2024-05-29,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1159363666648572,夜语,58475705738,58475705738,58475705738,58475705738,8,1月前,普通主播,星河计划,星河计划,2025-04-09,2025-07-06,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,12,0,0,0,
1154961914993002,我有一颗小虎牙,78615529040,78615529040,78615529040,78615529040,209,11月前,普通主播,星河计划,星河计划,2025-04-08,2024-03-31,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,21,1,0,0,
1154959051078468,赶月摘星,75751614506,75751614506,75751614506,75751614506,706,从未开播,普通主播,星河计划,星河计划,从未开播,2025-03-04,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,5,0,0,0,
1154902038157472,阿土。666,97701041347,97701041347,97701041347,97701041347,75,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-06,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1152749573505128,泰康健康财富规划师_老白,77219780602,77219780602,77219780602,77219780602,184,10月前,普通主播,星河计划,星河计划,2024-04-14,2024-04-26,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1151943672084984,Dream丶H9,60941838828,60941838828,60941838828,60941838828,1032,2年前,普通主播,星河计划,星河计划,2023-12-14,2024-07-09,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1151920919020188,外卖小哥,Vzhuanyemowangku,38188774032,Vzhuanyemowangku,38188774032,1305,6月前,普通主播,星河计划,星河计划,2024-09-17,2024-08-12,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,76,12,0,0,
1151913521856094,大话西游2柚子,kaixin5953241,3626950346,kaixin5953241,3385101545,331,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-05,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
1151903730777464,早睡也憔悴,mule83098,3585663670,mule83098,3340568179,228,1年前,普通主播,星河计划,星河计划,2025-01-01,2025-08-15,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1151881009170616,来根渠子,shitoulaimin,3416905712,shitoulaimin,3175115449,304,从未开播,普通主播,星河计划,星河计划,从未开播,2025-05-18,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
1150560873486812,大话西游2石榴,20503153885,20503153885,20503153885,20503153885,6,从未开播,普通主播,星河计划,星河计划,从未开播,2024-12-20,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1150533699901283,大话西游2撒卡,72291916193,72291916193,72291916193,72291916193,0,从未开播,普通主播,星河计划二十六期,星河计划,从未开播,2026-01-19,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1150503194752107,🌈🌈🌈山海藏深意✨,41786767017,41786767017,41786767017,41786767017,122,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-02,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1148357453553032,猫,WALL177,28028959541,WALL177,28028959541,1184,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-03,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,28,0,0,0,
1147537164082476,电商老苏,h8273993618,3510800182,h8273993618,3266487206,7697,3月前,普通主播,星河计划,怀旧服,2023-12-29,2025-05-03,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1145011140566249,浪子回头,77096929749,77096929749,77096929749,77096929749,72,3月前,普通主播,星河计划,怀旧服,2025-05-07,2025-05-15,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1143913666064696,吨吨吨,dundundun359,4131265690,dundundun359,3882895854,850,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-11,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,1,0,0,
1143112289489488,大话西游2明月,A1484844748,3864548401,,0,982,9月前,普通主播,星河计划,星河计划,2023-11-27,2024-10-31,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,0,0,0,
1141735748803963,大话小宝,39161428780,39161428780,39161428780,39161428780,8,1年前,普通主播,星河计划,星河计划,2025-03-04,2025-05-17,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1135174093637559,雀嘎灰,31381132847,31381132847,31381132847,31381132847,33,11月前,普通主播,星河计划,星河计划,2024-08-01,2024-05-31,-,27村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1135169426167768,用户2133603436855,26713663056,26713663056,26713663056,26713663056,12442,从未开播,普通主播,星河计划,星河计划,从未开播,2024-09-10,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1135153646410141,LuciferY,89896253266,89896253266,89896253266,89896253266,4,从未开播,普通主播,星河计划,星河计划,从未开播,2025-09-15,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1134351399000620,在你的世界,wkdjdjhd,3741686395,,0,243,3年前,普通主播,星河计划,星河计划,2022-05-30,2024-07-23,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1134329403811997,泼天的富贵,55277133492,55277133492,55277133492,55277133492,103,3年前,普通主播,星河计划,星河计划,2022-01-17,2024-07-16,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
1134290772962775,橘子里22,95608632107,95608632107,95608632107,95608632107,19,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-13,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1132968410355219,革命尚未成功,28321794971,28321794971,28321794971,28321794971,400,从未开播,普通主播,星河计划,星河计划,从未开播,2024-10-10,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1132945275619452,大话西游2·骆驼,92471202013,92471202013,92471202013,92471202013,10,从未开播,普通主播,星河计划,星河计划,从未开播,2024-07-28,-,3村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1132943381900139,大话西游2木已成周,90577482700,90577482700,90577482700,90577482700,39,4月前,普通主播,星河计划,星河计划,2025-03-27,2025-03-07,-,31村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,285,2,2,0,
1132909658378428,刺青OL（每日梦魇）,56853960989,56853960989,56853960989,56853960989,269,4日前,普通主播,星河计划,星河计划,2024-04-23,2024-05-31,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,43,0,0,0,
1130763386626447,大话西游2灰太狼,42565600607,42565600607,42565600607,42565600607,219,从未开播,普通主播,星河计划,星河计划,从未开播,2024-12-15,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,5,0,0小时0分钟0秒,1,1130,31,13,0,
1130730301168637,临汾炒家,88442490634,88442490634,88442490634,88442490634,27,4月前,普通主播,星河计划,星河计划,2025-09-29,2025-10-01,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
1129948452239438,大话西游二  九牧,dyph7q9efddr,4009232714,,0,54,1年前,普通主播,星河计划,星河计划,2024-09-24,2024-11-17,-,31村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,3,0,0,0,
1128577783837284,大话西游2心灵,67908550880,67908550880,67908550880,67908550880,122,9月前,普通主播,星河计划,星河计划,2025-03-14,2024-09-20,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1128532470923512,大话西游-梦溪儿,22595637108,22595637108,22595637108,22595637108,304,9月前,普通主播,星河计划,星河计划,2025-05-17,2025-05-04,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,2,1506,7,8,0,
1128523425911419,老王、,92512972852,92512972852,92512972852,92512972852,532,1年前,普通主播,星河计划,星河计划,2024-06-20,2024-03-30,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1127467838874586,用户5432155275939,63436457900,63436457900,63436457900,63436457900,0,从未开播,普通主播,星河计划,星河计划,从未开播,2025-09-29,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1127417233804732,爱生活的小马哥,91793735883,91793735883,91793735883,91793735883,55,4日前,普通主播,星河计划,星河计划,2025-05-25,2025-06-03,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,18,0,0,0,
1126340842750126,贰囚,erqiu37815,4176546863,erqiu37815,3931927308,196,10月前,普通主播,星河计划,星河计划,2025-04-17,2024-09-24,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
1126339804660552,浮生丿寂寞,40875113584,40875113584,40875113584,40875113584,733,1月前,普通主播,星河计划,星河计划,2023-05-04,2025-04-13,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1126320452937176,西游华仔,tph173199893,4105842166,tph173199893,3860510830,842,1年前,普通主播,星河计划,星河计划,2024-04-07,2024-01-24,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,63,0,0,0,
1125540883867934,大话西游2于,huei990126,3955906672,huei990126,3710676990,848,7月前,普通主播,星河计划,星河计划,2022-01-22,2024-03-31,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,13,1,0,0,
1125525463245320,用户5525723550437,95119524559,95119524559,95119524559,95119524559,200,从未开播,普通主播,星河计划,星河计划,从未开播,2025-09-11,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,-10,0,0,
1121123616428103,大话西游2破敌,podi24612,3228474385,podi24612,3148432095,574,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-13,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1119731079454601,大话西游2JQK,64987125941,64987125941,64987125941,64987125941,83,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-01,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,5,0,0,0,
1119725406397484,AI伴侣数字entertain,59314068824,59314068824,59314068824,59314068824,45,从未开播,普通主播,星河计划,免费版,从未开播,2023-11-19,-,待淘汰-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1117525244120240,孤影,70097531016,70097531016,70097531016,70097531016,57,从未开播,普通主播,星河计划,星河计划,从未开播,2024-05-31,-,30村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1116735837060653,大话西游2大仙,huodexiaosa350,3680871485,,0,2583,从未开播,普通主播,星河计划,星河计划,从未开播,2025-08-30,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,4,0,0小时0分钟0秒,2,53171,68,74,0,
1116719159710893,大话西游2萧,xiaopeng0059,3645334214,xiaopeng0059,3401762761,10,从未开播,普通主播,星河计划,星河计划,从未开播,2024-12-03,-,19村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1116701107435502,华饰艺新-厨房改造小烨,SSGY5,35584324648,SSGY5,35584324648,15,3年前,普通主播,星河计划,星河计划,2022-05-25,2024-05-11,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1116699361293107,用户6423532037049,33838182253,3432007939,33838182253,3187188360,223,2年前,普通主播,星河计划,星河计划,2022-10-07,2024-07-03,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,-1,0,0,
1115349024781328,大话西游2高公子,25861583703,25861583703,25861583703,25861583703,169,从未开播,普通主播,星河计划,星河计划二十五期,从未开播,2024-10-23,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1115341988305443,大话西游2关云长,97787455655,97787455655,97787455655,97787455655,847,从未开播,普通主播,星河计划,星河计划,从未开播,2024-06-04,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,12,0,0,0,
1113175251492712,Gunner,63034034523,63034034523,63034034523,63034034523,62,10月前,普通主播,星河计划,星河计划,2025-05-06,2024-05-06,-,17村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,4,0,0,0,
1113145240200983,大话西游2柒零捌零玖零,33022742794,33022742794,,0,81,4日前,普通主播,星河计划二十五期,星河计划,2024-10-31,2025-12-22,-,11村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1110966250515688,大话西游2米伽勒,64978796935,64978796935,64978796935,64978796935,1520,1年前,普通主播,星河计划,怀旧服,2024-08-31,2024-10-02,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,46,0,0,0,
1109839242857451,大话西游2小罗,43444008416,43444008416,43444008416,43444008416,1,从未开播,普通主播,星河计划二十七期,星河计划,从未开播,2026-02-15,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,1,0,0,
1108786224043419,💋欲言、又止,97430205969,97430205969,97430205969,97430205969,344,2年前,普通主播,星河计划,免费版,2021-12-30,2024-09-27,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1108772538816845,☺️天道酬勤☺️,82212837528,82212837528,82212837528,82212837528,1726,7月前,普通主播,星河计划二十六期,星河计划,2022-02-10,2026-01-21,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,14,1,0,0,
1107957459457320,糖糖🍭,Li19880814l,3986411366,Li19880814l,3740868708,4508,1年前,普通主播,星河计划,星河计划,2024-05-29,2024-05-27,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,0,0,0,0,
1107943514966734,大话流云,tanqianshang62,4008083193,tanqianshang62,3762148180,656,5小时前,普通主播,星河计划,星河计划,2023-10-20,2024-04-28,-,26村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,58,0,0,0,
1107910660208551,大话西游2天使,kfz_2008,3900592137,,0,70,11月前,普通主播,星河计划,星河计划,2025-02-27,2025-03-02,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,44,0,0,0,
1107908634090951,大话无名,86893937841,86893937841,,0,378,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-20,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1107900999411752,大话厨子,79259258642,79259258642,79259258642,79259258642,37,2月前,普通主播,星河计划二十五期,星河计划,2024-01-20,2025-12-15,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1106573226950464,大话西游2阿森,93846710583,93846710583,93846710583,93846710583,52,3日前,普通主播,星河计划,星河计划,2025-03-01,2025-03-06,-,8村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,60,0,2,0,
1106565815080292,大话西游2方人仔,86434840411,86434840411,86434840411,86434840411,37,从未开播,普通主播,星河计划,星河计划,从未开播,2025-02-09,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,7,1,1,0,
1106524751010171,Merciless,45370770290,45370770290,45370770290,45370770290,41,1周前,普通主播,星河计划,怀旧服,2025-08-30,2025-06-17,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,1
1104382386246815,大话西游2仓鼠,34989398533,34989398533,34989398533,34989398533,0,从未开播,普通主播,星河计划,星河计划,从未开播,2025-04-10,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1104382107859815,大话西游2光头,34711011533,34711011533,34711011533,34711011533,14,5月前,普通主播,星河计划,怀旧服,2025-03-10,2025-03-09,-,28村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
1104373143059919,大话西游2三毛,25746211637,25746211637,25746211637,25746211637,23,3月前,普通主播,星河计划,星河计划,2024-04-16,2024-07-05,-,22村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1103547413571064,山君℡,20160906muyuan,2950879545,,0,23,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-02,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1103540377627179,80后的回忆,waizai2020,2848797110,,0,1086,从未开播,普通主播,星河计划,免费版,从未开播,2024-04-30,-,非活跃-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,251,4,0,0,
1102185611932073,大话西游@浪子,49160823227,49160823227,49160823227,49160823227,9,从未开播,普通主播,星河计划,星河计划,从未开播,2024-12-30,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1102159033152740,黑曼巴,22582043894,22582043894,22582043894,22582043894,64,2周前,普通主播,星河计划,星河计划,2026-02-20,2024-04-13,-,5村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,24,0,0,0,
1102138989614772,浆糊网事,NXGamer,81500853763,NXGamer,81500853763,44,1年前,普通主播,星河计划,免费版,2024-02-21,2024-10-02,-,7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1102124713511827,大话西游2相思,67224750818,67224750818,67224750818,67224750818,433,1月前,普通主播,星河计划二十六期,星河计划,2026-01-22,2026-01-22,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,3,0,0小时0分钟0秒,2,11131,34,66,0,
1101059252552105,大话西游2琦琦,28274312977,28274312977,28274312977,28274312977,0,从未开播,普通主播,星河计划二十八期,星河计划,从未开播,2026-03-04,-,25村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1099978054042894,便山恶蝇,52548673484,52548673484,52548673484,52548673484,104,从未开播,普通主播,星河计划,星河计划,从未开播,2025-10-02,-,18村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,1,846,9,1,0,
1099135083351469,大话西游2倩爷,dygt261vxvni,3788296001,dygt261vxvni,3545170311,249,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-30,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,5,0,0,0,
1097737023258636,用户9847765969523,22463628662,22463628662,22463628662,22463628662,4,从未开播,普通主播,星河计划,星河计划,从未开播,2024-04-28,-,非活跃,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1094747121783380,猕猴桃,mihoutao8508,3798360389,,0,12,从未开播,普通主播,星河计划,星河计划,从未开播,2025-06-25,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,2,0,0,0,
1093349686654335,不了不说,57018503233,57018503233,57018503233,57018503233,1741,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-27,-,21村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1091152261157294,时间,70538745628,70538745628,70538745628,70538745628,694,1年前,普通主播,星河计划,星河计划,2023-09-30,2023-12-26,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,0,0,0,
1090342482089175,相思,50383155879,50383155879,50383155879,50383155879,35,2月前,普通主播,星河计划,星河计划,2024-03-15,2025-06-26,-,23村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1090306828945655,盛夏光年、,Vader24919,3952047954,Vader24919,3704751742,123,1周前,普通主播,星河计划,星河计划,2025-02-22,2025-02-21,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,0,0,0,
1086764322391480,大话西游2阿志,25529110849,25529110849,25529110849,25529110849,402,1周前,普通主播,星河计划,星河计划,2025-08-04,2025-09-09,-,15村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,9,0,0,0,
1086760770351119,目标20斤,21977070488,21977070488,21977070488,21977070488,21,从未开播,普通主播,星河计划,星河计划,从未开播,2024-03-27,-,16村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1086756536194772,大话西游2回流的叶神,96705261978,96705261978,96705261978,96705261978,2034,1年前,普通主播,星河计划,星河计划,2022-12-26,2024-03-12,-,2村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,40,0,0,0,
0,账号已注销,账号已注销,-,账号已注销,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1085952331612535,饼干,binggan76848,3005292703,binggan76848,2677858837,52,从未开播,普通主播,星河计划,星河计划,从未开播,2024-01-25,-,9村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,1,0,0,0,
1085924891707255,大话西游开心果,kaixinguo65787,2813338236,kaixinguo65787,786703042,243,4日前,普通主播,星河计划二十五期,星河计划,2025-01-29,2025-12-11,-,13村,50,0,0小时0分钟0秒,0小时0分钟0秒,1,0,0小时0分钟0秒,0,61,1,0,0,
1085919439356951,骑着骆驼游览世界,qizheluotuoy80,3682950205,qizheluotuoy80,3438014017,52,2年前,普通主播,星河计划,怀旧服,2023-06-14,2024-06-07,-,*7村-免费版,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,11,0,0,0,
1080160586828521,大话西游2小凡,54630766198,54630766198,54630766198,54630766198,12,从未开播,普通主播,星河计划,星河计划,从未开播,2025-07-09,-,1村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,8,0,0,0,
1077938185844703,小瑜,43175521816,43175521816,43175521816,43175521816,4806,7月前,普通主播,星河计划,怀旧服,2023-05-27,2025-08-01,-,免费版直播村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
1077155730568855,天凉好个秋,dlswbb258,2308508137,dlswbb258,1655259979,172,从未开播,普通主播,星河计划,星河计划,从未开播,2024-08-02,-,20村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,10,0,0,0,
1075751736589811,大话西游2何必代言人,67672006360,67672006360,67672006360,67672006360,46,1年前,普通主播,星河计划,星河计划,2024-07-09,2024-06-27,-,6村,50,0,0小时0分钟0秒,0小时0分钟0秒,0,0,0小时0分钟0秒,0,0,0,0,0,
